Scheme Name,Net Asset Value,
Baroda BNP Paribas Money Market Fund - Regular Plan - Monthly IDCW,1009.6589,
Baroda BNP Paribas Money Market Fund -Direct Plan - Weekly IDCW,1001.3382,
Baroda BNP Paribas Money Market Fund- Direct Plan - Growth,1195.9717,
Baroda BNP Paribas Money Market Fund-Regular Plan - Growth,1183.719,
Baroda BNP Paribas Money Market Fund-Regular Plan- Daily IDCW,1005.9756,
Baroda BNP Paribas Money Market Fund-Regular Plan-Weekly IDCW,1001.3228,
,,
DSP Mutual Fund,,
,,
DSP Savings Fund - Direct Plan -  IDCW - Daily,10.1527,
DSP Savings Fund - Direct Plan - Growth,46.3501,
DSP Savings Fund - Direct Plan - IDCW,12.2105,
DSP Savings Fund - Direct Plan - IDCW - Monthly,10.8523,
DSP Savings Fund - Regular Plan - Growth,45.2055,
DSP Savings Fund - Regular Plan - IDCW,12.179,
DSP Savings Fund - Regular Plan - IDCW - Daily,10.1021,
DSP Savings Fund - Regular Plan - IDCW - Monthly,10.825,
,,
Edelweiss Mutual Fund,,
,,
Edelweiss Money Market Fund - Direct Plan - Annual - IDCW Option,26.7348,
Edelweiss Money Market Fund - Direct Plan - Growth Option,26.7382,
Edelweiss Money Market Fund - Direct Plan - IDCW Option,24.9342,
Edelweiss Money Market Fund - Institutional Plan - Growth Option,21.0633,
Edelweiss Money Market Fund - Regular Plan - Annual - IDCW Option,24.4082,
Edelweiss Money Market Fund - Regular Plan - Growth Option,24.6125,
Edelweiss Money Market Fund - Regular Plan - IDCW Option,23.1516,
,,
Franklin Templeton Mutual Fund,,
,,
Franklin India Savings Fund - Direct - Growth,44.0909,
Franklin India Savings Fund - Growth Option,42.8126,
Franklin India Savings Fund - Institutional Option - Dividend,0,
Franklin India Savings Fund - Institutional Option - Growth,0,
Franklin India Savings Fund Retail Option - Daily - IDCW,10.0457,
Franklin India Savings Fund Retail Option - Direct - Daily - IDCW,10.0571,
Franklin India Savings Fund Retail Option - Direct - Monthly - IDCW,10.6975,
Franklin India Savings Fund Retail Option - Direct - Quarterly - IDCW,11.0249,
Franklin India Savings Fund Retail Option - Monthly - IDCW,10.2806,
Franklin India Savings Fund Retail Option - Quarterly - IDCW,10.5518,
,,
HDFC Mutual Fund,,
,,
HDFC Money Market Fund - Daily IDCW Option,1063.64,
HDFC Money Market Fund - Daily IDCW Option - Direct Plan,1063.64,
HDFC Money Market Fund - Growth Option,4879.7563,
HDFC Money Market Fund - Growth Option - Direct Plan,4958.7909,
HDFC Money Market Fund - Weekly IDCW Option,1063.5515,
HDFC Money Market Fund - Weekly IDCW Option -Direct Plan,1063.5866,
,,
HSBC Mutual Fund,,
,,
HSBC Money Market Fund - Direct Daily IDCW,10.8591,
HSBC Money Market Fund - Direct Growth,23.6188,
HSBC Money Market Fund - Direct Monthly IDCW,12.2169,
HSBC Money Market Fund - Direct Weekly IDCW,13.1949,
HSBC Money Market Fund - Regular Daily IDCW,10.8591,
HSBC Money Market Fund - Regular Growth,22.6448,
HSBC Money Market Fund - Regular Monthly IDCW,11.5648,
HSBC Money Market Fund - Regular Weekly IDCW,13.1074,
,,
ICICI Prudential Mutual Fund,,
,,
ICICI Prudential Money Market Fund - Direct Plan Bonus,151.2089,
ICICI Prudential Money Market Fund -Bonus,118.0134,
ICICI Prudential Money Market Fund Dividend,100.0952,
ICICI Prudential Money Market Fund Option - Direct Plan -  Daily IDCW,100.1435,
ICICI Prudential Money Market Fund Option - Direct Plan -  Fortnightly IDCW,101.3351,
ICICI Prudential Money Market Fund Option - Direct Plan -  Growth,326.7491,
ICICI Prudential Money Market Fund Option - Direct Plan -  IDCW Others,149.7145,
ICICI Prudential Money Market Fund Option - Direct Plan -  Monthly IDCW,101.0456,
ICICI Prudential Money Market Fund Option - Direct Plan -  Weekly IDCW,100.8138,
ICICI Prudential Money Market Fund Retail Growth (erstwhile Cash Option),306.6704,
ICICI Prudential Money Market Fund Option - Daily IDCW,100.1295,
ICICI Prudential Money Market Fund Option - Growth,323.5193,
ICICI Prudential Money Market Fund Option - IDCW Others,148.5872,
ICICI Prudential Money Market Fund Option - Monthly IDCW,100.8819,
ICICI Prudential Money Market Fund Option - Weekly IDCW,100.7506,
ICICI Prudential Money Market Fund Option -Fortnightly IDCW,100.6605,
,,
Invesco Mutual Fund,,
,,
Invesco India Money Market Fund - Daily IDCW (Reinvestment),1000.29,
Invesco India Money Market Fund - Direct Plan - Daily IDCW (Reinvestment),1006.2569,
Invesco India Money Market Fund - Direct Plan - Discretionary IDCW (Payout / Reinvestment),2410.1246,
Invesco India Money Market Fund - Direct Plan - Growth,2690.4167,
Invesco India Money Market Fund - Direct Plan - Monthly IDCW (Payout / Reinvestment),1060.0648,
Invesco India Money Market Fund - Discretionary IDCW (Payout / Reinvestment),2616.8878,
Invesco India Money Market Fund - Growth,2613.6908,
Invesco India Money Market Fund - Monthly IDCW (Payout / Reinvestment),1018.9997,
Invesco India Money Market Fund - Regular - Growth,2348.895,
Invesco India Money Market Fund - Regular - Monthly IDCW (Payout / Reinvestment),1247.566,
Invesco India Money Market Fund - Regular Plan - Daily IDCW (Reinvestment),1002.4961,
,,
JM Financial Mutual Fund,,
,,
JM Money Market Fund (Direct) - Fortnightly Dividend Option,10.3279,
JM Money Market Fund (Direct) - Growth,28.7506,
JM Money Market Fund (Direct) - Weekly Dividend,10.6743,
JM Money Market Fund (Direct) Bonus Option - Principal Units,15.9606,
JM Money Market Fund (Direct)- Daily Dividend Option,10.0508,
JM Money Market Fund - Bonus Option - Principal Units,15.7555,
JM Money Market Fund - Daily Dividend,10.0418,
JM Money Market Fund - Fortnighly Dividend,10.311,
JM Money Market Fund - Growth,28.2812,
JM Money Market Fund - Weekly Dividend,10.6454,
,,
Kotak Mahindra Mutual Fund,,
,,
Kotak Money Market Scheme - (Growth),3834.3827,
Kotak Money Market Scheme - (Growth) - Direct,3860.0883,
Kotak Money market Scheme - (Monthly Payout of Income Distribution cum capital withdrawal option),1055.717,
Kotak Money Market Scheme - (Monthly Payout of Income Distribution cum capital withdrawal option) - Direct,1102.4423,
,,
LIC Mutual Fund,,
,,
LIC MF Money Market Fund-Direct Growth,1044.6656,
LIC MF Money Market Fund-Regular Growth,1041.197,
LIC MF Money Market Fund-Regular IDCW,1041.197,
,,
Mirae Asset Mutual Fund,,
,,
Mirae Asset Money Market Fund Direct Growth,1086.3938,
Mirae Asset Money Market Fund Direct IDCW,1085.1207,
Mirae Asset Money Market Fund Regular Growth,1079.2669,
Mirae Asset Money Market Fund Regular IDCW,1079.2516,
,,
Nippon India Mutual Fund,,
,,
NIPPON INDIA MONEY MARKET FUND - DAILY IDCW Option,1004.6133,
NIPPON INDIA MONEY MARKET FUND - DIRECT Plan - DAILY IDCW Option,1004.5379,
NIPPON INDIA MONEY MARKET FUND - DIRECT Plan - MONTHLY IDCW Option,1015.9848,
NIPPON INDIA MONEY MARKET FUND - DIRECT Plan - QUARTERLY IDCW Option,1022.5378,
NIPPON INDIA MONEY MARKET FUND - DIRECT Plan - WEEKLY IDCW Option,1005.0114,
Nippon India Money Market Fund - Direct Plan Growth Plan - Bonus Option,2103.1416,
Nippon India Money Market Fund - Direct Plan Growth Plan - Growth Option,3576.637,
NIPPON INDIA MONEY MARKET FUND - MONTHLY IDCW Option,1015.8794,
NIPPON INDIA MONEY MARKET FUND - QUARTERLY IDCW Option,1022.4064,
NIPPON INDIA MONEY MARKET FUND - WEEKLY IDCW Option,1005.031,
Nippon India Money Market Fund-Growth Plan-Bonus Option,1713.3216,
Nippon India Money Market Fund-Growth Plan-Growth Option,3540.9967,
,,
PGIM India Mutual Fund,,
,,
PGIM India Money Market Fund - Direct Plan - Daily Dividend Option,1006.0804,
PGIM India Money Market Fund - Direct Plan - Growth Option,1167.3468,
PGIM India Money Market Fund - Direct Plan - Monthly Dividend Option,1026.3414,
PGIM India Money Market Fund - Direct Plan - Weekly Dividend Option,1003.5953,
PGIM India Money Market Fund - Regular Plan - Daily Dividend Option,1006.0777,
PGIM India Money Market Fund - Regular Plan - Growth Option,1140.972,
PGIM India Money Market Fund - Regular Plan - Monthly Dividend Option,1020.3814,
PGIM India Money Market Fund - Regular Plan - Weekly Dividend Option,1003.329,
,,
SBI Mutual Fund,,
,,
SBI  SAVINGS FUND - DIRECT PLAN - GROWTH,37.8553,
SBI  SAVINGS FUND - REGULAR PLAN - GROWTH,35.6599,
SBI Savings Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW),15.0046,
SBI Savings Fund - Direct Plan Daily Income Distribution cum Capital Withdrawal Option (IDCW),11.8204,
SBI Savings Fund - Direct Plan Weekly Income Distribution cum Capital Withdrawal Option (IDCW),13.5982,
SBI Savings Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),14.0612,
SBI Savings Fund - Regular Plan Daily Income Distribution cum Capital Withdrawal Option (IDCW),11.6239,
SBI Savings Fund - Regular Plan Weekly Income Distribution cum Capital Withdrawal Option (IDCW),13.2696,
,,
Sundaram Mutual Fund,,
,,
Sundaram Money Market Fund Direct Plan - Daily Reinvestment of Income Distribution cum Capital Withdrawal (IDCW),10.062,
Sundaram Money Market Fund Direct Plan - Fortnightly Reinvestment of Income Distribution cum Capital Withdrawal (IDCW),10.3656,
Sundaram Money Market Fund Direct Plan - Growth,12.8979,
Sundaram Money Market Fund Direct Plan - Monthly Payout of Income Distribution cum Capital Withdrawal (IDCW),11.194,
Sundaram Money Market Fund Direct Plan - Monthly Reinvestment of Income Distribution cum Capital Withdrawal (IDCW),11.194,
Sundaram Money Market Fund Direct Plan - Quarterly Payout of Income Distribution cum Capital Withdrawal (IDCW),11.5963,
Sundaram Money Market Fund Direct Plan - Quarterly Reinvestment of Income Distribution cum Capital Withdrawal (IDCW),11.5963,
Sundaram Money Market Fund Direct Plan - Weekly Reinvestment of Income Distribution cum Capital Withdrawal (IDCW),10.4882,
Sundaram Money Market Fund Regular Plan - Daily Reinvestment of Income Distribution cum Capital Withdrawal (IDCW),10.062,
Sundaram Money Market Fund Regular Plan - Fortnightly Reinvestment of Income Distribution cum Capital Withdrawal (IDCW),10.3717,
Sundaram Money Market Fund Regular Plan - Growth,12.8442,
Sundaram Money Market Fund Regular Plan - Monthly Payout of Income Distribution cum Capital Withdrawal (IDCW),11.1735,
Sundaram Money Market Fund Regular Plan - Monthly Reinvestment of Income Distribution cum Capital Withdrawal (IDCW),11.1735,
Sundaram Money Market Fund Regular Plan - Quarterly Payout of Income Distribution cum Capital Withdrawal (IDCW),11.5464,
Sundaram Money Market Fund Regular Plan - Quarterly Reinvestment of Income Distribution cum Capital Withdrawal (IDCW),11.5464,
Sundaram Money Market Fund Regular Plan - Weekly Reinvestment of Income Distribution cum Capital Withdrawal (IDCW),10.4868,
,,
Tata Mutual Fund,,
,,
Tata Money Market Fund- Direct Plan - Daily Reinvestment of IDCW Option,1114.52,
Tata Money Market Fund- Direct Plan- Growth Option,4082.7321,
Tata Money Market Fund- Regular Plan - Daily Reinvestment of IDCW Option,1114.52,
Tata Money Market Fund-Regular Plan - Growth Option,4029.3193,
,,
Trust Mutual Fund,,
,,
TRUSTMF MONEY MARKET FUND-DIRECT PLAN-GROWTH,1050.086,
TRUSTMF MONEY MARKET FUND-DIRECT PLAN-MONTHLY IDCW,1035.2641,
TRUSTMF MONEY MARKET FUND-REGULAR PLAN-GROWTH,1048.9475,
TRUSTMF MONEY MARKET FUND-REGULAR PLAN-MONTHLY IDCW,1033.7813,
,,
Union Mutual Fund,,
,,
Union Money Market Fund - Direct Plan -  Growth Option,1085.71,
Union Money Market Fund - Direct Plan -  Monthly IDCW Option,1002.9348,
Union Money Market Fund - Direct Plan -  Weekly IDCW Option,1000.2588,
Union Money Market Fund - Direct Plan - Daily IDCW Option,1000.0024,
Union Money Market Fund - Regular Plan -  Growth Option,1073.037,
Union Money Market Fund - Regular Plan -  Monthly IDCW Option,1001.9526,
Union Money Market Fund - Regular Plan -  Weekly IDCW Option,1000.5175,
Union Money Market Fund - Regular Plan - Daily IDCW Option,1001.3893,
,,
UTI Mutual Fund,,
,,
UTI MMF - Direct Plan - Growth Option,2654.2339,
UTI MMF - Regular Plan - Flexi Dividend Option,1016.5255,
UTI MMF - Regular Plan - Growth Option,2627.171,
UTI MMF- Discontinued - Regular Plan - Flexi Dividend Option,3300.0357,
UTI MMF- Discontinued - Regular Plan - Periodic Dividend Option,2211.7358,
UTI MMF-Discontinued - Regular Plan -Growth,6115.764,
UTI Money Market Fund - Direct Plan - Annual IDCW,1575.4077,
UTI Money Market Fund - Direct Plan - Daily IDCW (Reinvestment),1030.954,
UTI Money Market Fund - Direct Plan - Flexi IDCW,1360.5047,
UTI Money Market Fund - Direct Plan - Fortnightly IDCW,1252.0885,
UTI Money Market Fund - Direct Plan - Half-Yearly IDCW,1483.0807,
UTI Money Market Fund - Direct Plan - Monthly IDCW,1299.2486,
UTI Money Market Fund - Direct Plan - Quarterly IDCW,1408.5499,
UTI Money Market Fund - Direct Plan - Weekly IDCW,1042.5071,
UTI Money Market Fund - Regular Plan - Annual IDCW,1564.8039,
UTI Money Market Fund - Regular Plan - Daily IDCW (Reinvestment),1107.2527,
UTI Money Market Fund - Regular Plan - Fortnightly IDCW,1160.1261,
UTI Money Market Fund - Regular Plan - Half-Yearly IDCW,1476.2519,
UTI Money Market Fund - Regular Plan - Monthly IDCW,1037.4063,
UTI Money Market Fund - Regular Plan - Quarterly IDCW,1179.0852,
UTI Money Market Fund - Regular Plan - Weekly IDCW,1153.6012,
,,
Open Ended Schemes(Debt Scheme - Overnight Fund),,
,,
Aditya Birla Sun Life Mutual Fund,,
,,
ADITYA BIRLA SUN LIFE OVERNIGHT FUND-  Direct - Monthly Payout of IDCW,1001.6852,
ADITYA BIRLA SUN LIFE OVERNIGHT FUND-  Direct - Weekly Reinvestment of IDCW,1001.6942,
ADITYA BIRLA SUN LIFE OVERNIGHT FUND-  Regular - Weekly Reinvestment of IDCW option,1001.6604,
ADITYA BIRLA SUN LIFE OVERNIGHT FUND- Direct - Daily Reinvestment of IDCW,1000.02,
ADITYA BIRLA SUN LIFE OVERNIGHT FUND- Regular - Daily Reinvestment of IDCW,1000.02,
ADITYA BIRLA SUN LIFE OVERNIGHT FUND- Regular- Monthly Payout of IDCW option,1001.6603,
ADITYA BIRLA SUN LIFE OVERNIGHT FUND-DIRECT PLAN-GROWTH,1220.5471,
ADITYA BIRLA SUNLIFE OVERNIGHT FUND-REGULAR PLAN-GROWTH,1214.0304,
,,
Axis Mutual Fund,,
,,
Axis Overnight Fund - Direct Plan - Daily IDCW,1000.5073,
Axis Overnight Fund - Direct Plan - Growth Option,1193.4976,
Axis Overnight Fund - Direct Plan - Monthly IDCW,1003.0485,
Axis Overnight Fund - Direct Plan - Weekly IDCW,1001.6193,
Axis Overnight Fund - Regular Plan - Daily IDCW,1000.5032,
Axis Overnight Fund - Regular Plan - Growth Option,1190.5574,
Axis Overnight Fund - Regular Plan - Monthly IDCW,1003.0204,
Axis Overnight Fund - Regular Plan - Weekly IDCW,1001.5804,
,,
Bandhan Mutual Fund,,
,,
BANDHAN Overnight Fund - Direct Plan - Daily IDCW,1000.0001,
BANDHAN Overnight Fund - Direct Plan - Growth,1203.5408,
BANDHAN Overnight Fund - Direct Plan - Monthly IDCW,1001.826,
BANDHAN Overnight Fund - Direct Plan - Periodic IDCW,1096.4123,
BANDHAN Overnight Fund - Direct Plan - Weekly IDCW,1000.5464,
BANDHAN Overnight Fund - Regular Plan - Daily IDCW,1000.0001,
BANDHAN Overnight Fund - Regular Plan - Growth,1197.7189,
BANDHAN Overnight Fund - Regular Plan - Monthly IDCW,1001.8106,
BANDHAN Overnight Fund - Regular Plan - Weekly IDCW,1001.4616,
BANDHAN Overnight Fund - REGULAR PLAN PERIODIC IDCW,1095.8978,
,,
Bank of India Mutual Fund,,
,,
BANK OF INDIA Overnight Fund Direct Plan Growth,1143.6389,
BANK OF INDIA Overnight Fund Direct Plan- Daily IDCW,1000.0024,
BANK OF INDIA Overnight Fund Direct Plan- Monthly IDCW,1002.193,
BANK OF INDIA Overnight Fund Direct Plan- Weekly IDCW,1000.0004,
BANK OF INDIA Overnight Fund Regular Plan Growth,1140.9967,
BANK OF INDIA Overnight Fund Regular Plan- Daily IDCW,1000.003,
BANK OF INDIA Overnight Fund Regular Plan- Monthly IDCW,1002.185,
BANK OF INDIA Overnight Fund Unclaimed IDCW Plan - Greater than 3 Years,1000,
BANK OF INDIA Overnight Fund Unclaimed IDCW Plan - Up to 3 Years,1075.3393,
BANK OF INDIA Overnight Fund Unclaimed Redemption Plan - Greater than 3 Years,1000,
BANK OF INDIA Overnight Fund Unclaimed Redemption Plan - Upto 3 Years,1075.2549,
,,
Baroda BNP Paribas Mutual Fund,,
,,
Baroda BNP Paribas Overnight Fund - Direct Plan - Daily IDCW,1000.0028,
Baroda BNP Paribas Overnight Fund - Direct Plan - Growth,1185.0921,
Baroda BNP Paribas Overnight Fund - Direct Plan - Weekly IDCW,1001.021,
Baroda BNP Paribas Overnight Fund - Plan C - Unclaimed IDCW - Greater than 3 years,1000,
Baroda BNP Paribas Overnight Fund - Plan C - Unclaimed IDCW - Up to 3 years,1063.2719,
Baroda BNP Paribas Overnight Fund - Plan C - Unclaimed Redemption - Greater than 3 years,1000,
Baroda BNP Paribas Overnight Fund - Plan C - Unclaimed Redemption - Up to 3 years,1063.2718,
Baroda BNP Paribas Overnight Fund - Regular Plan - Daily IDCW,1000.0018,
Baroda BNP Paribas Overnight Fund - Regular Plan - Growth,1182.3749,
Baroda BNP Paribas Overnight Fund - Regular Plan - Weekly IDCW,1000.9956,
,,
Canara Robeco Mutual Fund,,
,,
CANARA ROBECO OVERNIGHT FUND - DIRECT PLAN - DAILY IDCW (Reinvestment),1001.0007,
CANARA ROBECO OVERNIGHT FUND - DIRECT PLAN - GROWTH OPTION,1167.8148,
CANARA ROBECO OVERNIGHT FUND - REGULAR PLAN - DAILY IDCW (Reinvestment),1001,
CANARA ROBECO OVERNIGHT FUND - REGULAR PLAN - GROWTH OPTION,1166.9353,
,,
DSP Mutual Fund,,
,,
DSP Overnight Fund - Direct Plan - Growth,1208.6875,
DSP Overnight Fund - Direct Plan - IDCW - Daily,1000.004,
DSP Overnight Fund - Direct Plan - IDCW - Weekly,1000.6893,
DSP Overnight Fund - Regular Plan - Growth,1204.288,
DSP Overnight Fund - Regular Plan - IDCW - Daily,1000.0039,
DSP Overnight Fund - Regular Plan - IDCW - Weekly,1000.7418,
Unclaimed IDCW - Beyond 3 years (Invested in DSP Overnight Fund),10,
Unclaimed IDCW - Upto 3 years (Invested in DSP Overnight Fund),10.7667,
Unclaimed Redemption - Beyond 3 years (Invested in DSP Overnight Fund),10,
Unclaimed Redemption - Upto 3 years (Invested in DSP Overnight Fund),10.7667,
,,
Edelweiss Mutual Fund,,
,,
Edelweiss Overnight Fund - Direct Plan - Annual - IDCW Option,1169.4197,
Edelweiss Overnight Fund - Direct Plan - Daily - IDCW Option,1000.0311,
Edelweiss Overnight Fund - Direct Plan - Fortnightly - IDCW Option,1149.6445,
Edelweiss Overnight Fund - Direct Plan - Growth,1169.002,
Edelweiss Overnight Fund - Direct Plan - Monthly - IDCW Option,1059.7842,
Edelweiss Overnight Fund - Direct Plan - Weekly - IDCW Option,1065.6143,
Edelweiss Overnight Fund - Regular Plan - Annual - IDCW Option,1166.4339,
Edelweiss Overnight Fund - Regular Plan - Daily - IDCW Option,1008.123,
Edelweiss Overnight Fund - Regular Plan - Fortnightly - IDCW Option,1096.8264,
Edelweiss Overnight Fund - Regular Plan - Growth,1166.4341,
Edelweiss Overnight Fund - Regular Plan - Monthly - IDCW Option,1006.0143,
Edelweiss Overnight Fund - Regular Plan - Weekly - IDCW Option,1016.9777,
Edelweiss Overnight Fund - Unclaimed IDCW Plan - Above 3 years,1000,
Edelweiss Overnight Fund - Unclaimed IDCW Plan - Upto 3 years,1069.5723,
Edelweiss Overnight Fund - Unclaimed Redemption Plan - Above 3 years,1000,
Edelweiss Overnight Fund - Unclaimed Redemption Plan - Upto 3 years,1069.5724,
,,
Franklin Templeton Mutual Fund,,
,,
Franklin India Overnight Fund - Daily Dividend Plan - Daily - IDCW,1000,
Franklin India Overnight Fund - Direct Daily Dividend Plan - Daily - IDCW,1000,
Franklin India Overnight Fund - Direct Weekly Dividend Plan - Weekly - IDCW,1000,
Franklin India Overnight Fund - Weekly Dividend Plan - Weekly - IDCW,1000,
Franklin India Overnight fund- Growth,1175.3322,
Franklin India Overnight Fund- Growth - Direct,1177.8685,
Franklin India Overnight Fund- Unclaimed IDCW Investor Education Plan,10,
Franklin India Overnight Fund- Unclaimed IDCW Plan,10.6906,
Franklin India Overnight Fund- Unclaimed Redemption Investor EducationPlan,10,
Franklin India Overnight Fund- Unclaimed Redemption Plan,10.6906,
,,
HDFC Mutual Fund,,
,,
HDFC Overnight Fund - Daily IDCW Option - Direct Plan,1042.66,
HDFC Overnight Fund - Growth Option,3324.0147,
HDFC Overnight Fund - Growth Option - Direct Plan,3350.4595,
HDFC Overnight Fund - IDCW Option (Daily),1042.66,
,,
HSBC Mutual Fund,,
,,
HSBC Overnight Fund - Direct Daily IDCW,1000.0092,
